route,file,title,h1,meta_description,canonical,internal_links,faq_questions,schema_types,enquiry_ctas
/offline-tuition,offline-tuition.html,Offline Tuition in India | Local Classes & Tutors,"Offline Tuition in India for Focused, In-Person Academic Support","Find verified offline tutors and face-to-face tuition classes in India for school subjects, boards and exams with flexible, personalised support.",https://www.tutorservices.in/offline-tuition,28,10,Organization|LocalBusiness|EducationalOrganization|ImageObject|Person|PostalAddress|Country|WebSite|WebPage|BreadcrumbList|ListItem|Service|EducationalAudience|Audience|FAQPage|Question|Answer,6
/one-to-one-tuition,one-to-one-tuition.html,One-to-One Tuition in India | Verified Personal Tutors,One-to-One Tuition Built Around the Individual Learner,"Find verified one-to-one tutors in India for personalised lessons, flexible study plans, individual attention and measurable academic progress.",https://www.tutorservices.in/one-to-one-tuition,29,10,Organization|LocalBusiness|EducationalOrganization|ImageObject|Person|PostalAddress|Country|WebSite|WebPage|BreadcrumbList|ListItem|Service|EducationalAudience|Audience|FAQPage|Question|Answer,6
/one-to-one-vs-group-tuition,one-to-one-vs-group-tuition.html,One-to-One Tuition vs Group Tuition: A Practical TutorServices Guide,One-to-One Tuition vs Group Tuition: A Practical TutorServices Guide,"Looking for One-to-One Tuition vs Group Tuition? Learn how TutorServices helps parents choose suitable home and online tutors with practical, personalised support.",https://www.tutorservices.in/one-to-one-vs-group-tuition,14,10,Organization|ImageObject|WebSite|WebPage|BreadcrumbList|ListItem|Article|FAQPage|Question|Answer,5
/online-learning-tips,online-learning-tips.html,Online Learning Tips for Better Results | TutorServices,Online Learning Tips for Better Results,"Use practical online learning tips to prepare your study space, participate actively, review lessons, manage distractions and track progress.",https://www.tutorservices.in/online-learning-tips,17,2,Organization|LocalBusiness|EducationalOrganization|ImageObject|Person|PostalAddress|Country|City|ContactPoint|WebSite|WebPage|BreadcrumbList|ListItem|Article|FAQPage|Question|Answer,4
/online-tuition-for-shy-students,online-tuition-for-shy-students.html,Online Tuition for Shy Students: A Practical TutorServices Guide,Online Tuition for Shy Students: A Practical TutorServices Guide,"Looking for Online Tuition for Shy Students? Learn how TutorServices helps parents choose suitable home and online tutors with practical, personalised support.",https://www.tutorservices.in/online-tuition-for-shy-students,14,10,Organization|ImageObject|WebSite|WebPage|BreadcrumbList|ListItem|Article|FAQPage|Question|Answer,5
/online-tuition-vs-home-tuition,online-tuition-vs-home-tuition.html,Online Tuition vs Home Tuition | Parent Guide India,Online Tuition vs Home Tuition: Which Is Better for Students in India?,"Compare online tuition vs home tuition for Indian students. Learn benefits, limits, costs, class-wise fit, FAQs and how to choose the right tutor.",https://www.tutorservices.in/online-tuition-vs-home-tuition,30,6,Organization|ImageObject|WebSite|WebPage|BreadcrumbList|ListItem|Article|FAQPage|Question|Answer,2
/online-tuition,online-tuition.html,Online Tuition in India | Live Personal Tutors for Students,Live online tuition from anywhere in India.,"Join live online tuition for Class 1 to 12, major boards, academic subjects and skill courses with flexible timing and personal tutor support.",https://www.tutorservices.in/online-tuition,22,3,Organization|LocalBusiness|EducationalOrganization|ImageObject|Person|PostalAddress|Country|City|ContactPoint|WebSite|WebPage|BreadcrumbList|ListItem|Service|FAQPage|Question|Answer,10
/privacy-policy,privacy-policy.html,Privacy Policy | TutorServices Student and Tutor Data,Privacy Policy,"Read how TutorServices collects, uses and shares enquiry information, uses analytics and browser storage, protects data and handles privacy requests.",https://www.tutorservices.in/privacy-policy,20,0,Organization|EducationalOrganization|ImageObject|Person|WebPage|BreadcrumbList|ListItem,1
/private-tutor-in-rohini-school-students,private-tutor-in-rohini-school-students.html,Rohini Home Tuition Guide | Find Tutors with TutorServices,Private Tutor in Rohini: A Practical Parent Guide,"Looking for Private Tutor in Rohini? Read this local TutorServices guide for parents comparing home tutors, private tutors, subjects, classes and online tuition in Rohini.",https://www.tutorservices.in/private-tutor-in-rohini-school-students,32,6,Organization|ImageObject|WebPage|BreadcrumbList|ListItem|BlogPosting|FAQPage|Question|Answer,5
/services,services.html,Tuition Services in India | Home & Online Tutors Today,Complete tuition and skill-learning solutions.,"Explore home tuition, online classes, offline coaching, spoken English, hobby classes, computer courses and exam preparation across India today.",https://www.tutorservices.in/services,33,3,Organization|LocalBusiness|EducationalOrganization|ImageObject|Person|PostalAddress|Country|City|ContactPoint|WebSite|CollectionPage|BreadcrumbList|ListItem|Service|ItemList|FAQPage|Question|Answer,3
/spoken-english-guide,spoken-english-guide.html,Spoken English Guide to Fluency | TutorServices India,Spoken English Guide: Improve Fluency and Confidence,"Improve spoken English with daily conversation, listening, useful phrases, pronunciation practice and a simple routine for greater confidence.",https://www.tutorservices.in/spoken-english-guide,22,2,Organization|LocalBusiness|EducationalOrganization|ImageObject|Person|PostalAddress|Country|City|ContactPoint|WebSite|WebPage|BreadcrumbList|ListItem|Article|FAQPage|Question|Answer,4
/student-registration,student-registration.html,Request a Tutor | Book a Free Demo Class Today India,Book a free demo with a verified tutor.,"Share the student's class, board, subjects, city and preferred learning mode to request a verified tutor and book a free demonstration class.",https://www.tutorservices.in/student-registration,17,3,Organization|LocalBusiness|EducationalOrganization|ImageObject|Person|PostalAddress|Country|City|ContactPoint|WebSite|WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,32
/subjects,subjects.html,Subject Tuition in India | Expert Tutors | TutorServices,Subject Tuition in India for Every Learning Goal,"Find qualified subject tutors for maths, science, English, commerce and computer science through personalised home and online tuition across India.",https://www.tutorservices.in/subjects,33,8,CollectionPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|ItemList|FAQPage|Question|Answer,4
/subjects/accountancy-tuition,subjects/accountancy-tuition.html,Accountancy Tuition in India | Accounts Tutors,Accountancy Tuition for Clear Concepts and Practical Progress,"Find Accountancy tuition for Class 11, Class 12 and commerce learners. Request personalised home or online support for concepts, practice and exams.",https://www.tutorservices.in/subjects/accountancy-tuition,23,8,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|FAQPage|Question|Answer,9
/subjects/biology-tuition,subjects/biology-tuition.html,Biology Tuition in India | Biology Tutor | TutorServices,Biology Tuition in India for Clear Concepts and Confident Recall,"Find verified Biology tutors for Class 9 to 12, CBSE, ICSE and State Boards with personalised home and online Biology tuition across India today.",https://www.tutorservices.in/subjects/biology-tuition,27,10,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|ServiceChannel|FAQPage|Question|Answer,5
/subjects/business-studies-tuition,subjects/business-studies-tuition.html,Business Studies Tuition | Class 11 & 12 Tutors,Business Studies Tuition for Clear Concepts and Practical Progress,"Find Business Studies tuition for Class 11 and 12. Build concept clarity, case-study skills and structured board-exam answers with a suitable tutor.",https://www.tutorservices.in/subjects/business-studies-tuition,23,8,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|FAQPage|Question|Answer,9
/subjects/chemistry-tuition,subjects/chemistry-tuition.html,Chemistry Tuition in India | Chemistry Tutor | TutorServices,Chemistry Tuition in India for Clear Concepts and Confident Problem-Solving,"Find verified Chemistry tutors for Class 9 to 12, CBSE, ICSE and State Boards with personalised home and online Chemistry tuition across India.",https://www.tutorservices.in/subjects/chemistry-tuition,26,10,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|ServiceChannel|FAQPage|Question|Answer,5
/subjects/coding-for-kids,subjects/coding-for-kids.html,Coding for Kids Classes | Online & Home Tutors,Coding for Kids Tuition for Clear Concepts and Practical Progress,"Explore coding classes for kids focused on logic, creativity and age-appropriate projects. Request a suitable home or online coding tutor through TutorServices.",https://www.tutorservices.in/subjects/coding-for-kids,23,8,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|FAQPage|Question|Answer,9
/subjects/computer-science-tuition,subjects/computer-science-tuition.html,Computer Science Tuition | School Coding Tutors India,Computer Science Tuition for Clear Concepts and Practical Progress,"Request Computer Science tuition for school students covering programming, logic, databases and practical work through home or online tutor support.",https://www.tutorservices.in/subjects/computer-science-tuition,23,8,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|FAQPage|Question|Answer,9
/subjects/economics-tuition,subjects/economics-tuition.html,Economics Tuition in India | School Economics Tutors,Economics Tuition for Clear Concepts and Practical Progress,"Request Economics tuition for senior school and board preparation. Learn concepts, diagrams, data interpretation and answer writing through home or online classes.",https://www.tutorservices.in/subjects/economics-tuition,23,8,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|FAQPage|Question|Answer,9
/subjects/english-tuition,subjects/english-tuition.html,English Tuition in India | English Tutor | TutorServices,"English Tuition in India for Stronger Reading, Writing and Results","Find verified English tutors for Class 1 to 12, CBSE, ICSE and State Boards with personalised home and online English tuition across India today.",https://www.tutorservices.in/subjects/english-tuition,29,10,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|ServiceChannel|FAQPage|Question|Answer,5
/subjects/hindi-tuition,subjects/hindi-tuition.html,Hindi Tuition in India | Hindi Language Tutors,Hindi Tuition for Clear Concepts and Practical Progress,"Find Hindi tuition for school grammar, literature, reading, writing and board preparation. Request home or online classes matched to the student level.",https://www.tutorservices.in/subjects/hindi-tuition,23,8,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|FAQPage|Question|Answer,9
/subjects/mathematics-tuition,subjects/mathematics-tuition.html,Mathematics Tuition in India | Maths Tutor | TutorServices,Mathematics Tuition in India That Builds Real Understanding,"Find verified maths tutors for Class 1 to 12, CBSE, ICSE and State Boards through personalised home and online mathematics tuition across India.",https://www.tutorservices.in/subjects/mathematics-tuition,26,10,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|ServiceChannel|FAQPage|Question|Answer,5
/subjects/physics-tuition,subjects/physics-tuition.html,Physics Tuition in India | Physics Tutor | TutorServices,Physics Tuition in India for Deeper Understanding and Better Problem-Solving,"Find verified Physics tutors for Class 9 to 12, CBSE, ICSE and State Boards with personalised home and online Physics tuition across India today.",https://www.tutorservices.in/subjects/physics-tuition,26,10,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|ServiceChannel|FAQPage|Question|Answer,5
/subjects/science-tuition,subjects/science-tuition.html,Science Tuition in India | Science Tutor | TutorServices,Science Tuition in India for Clear Concepts and Confident Learning,"Find verified science tutors for Class 1 to 10, CBSE, ICSE and State Boards with personalised home and online science tuition across India today.",https://www.tutorservices.in/subjects/science-tuition,26,10,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|ServiceChannel|FAQPage|Question|Answer,5
/subjects/social-science-tuition,subjects/social-science-tuition.html,"Social Science Tuition | History, Civics & Geography",Social Science Tuition for Clear Concepts and Practical Progress,"Request Social Science tuition for History, Civics, Geography and Economics. Build understanding, map skills, timelines and answer-writing confidence.",https://www.tutorservices.in/subjects/social-science-tuition,23,8,WebPage|BreadcrumbList|ListItem|Service|Country|EducationalAudience|FAQPage|Question|Answer,9
/terms-and-conditions,terms-and-conditions.html,Terms & Conditions | TutorServices Website and Services,Terms & Conditions,"Read the TutorServices Terms and Conditions covering student enquiries, tutor registration, user responsibilities, third parties and service limitations.",https://www.tutorservices.in/terms-and-conditions,19,0,Organization|EducationalOrganization|ImageObject|Person|WebPage|BreadcrumbList|ListItem,1
/tutor-code-of-conduct,tutor-code-of-conduct.html,Tutor Code of Conduct & Standards | TutorServices,Tutor Code of Conduct,"Read the TutorServices Tutor Code of Conduct covering professional behaviour, student safety, communication, confidentiality and responsible teaching.",https://www.tutorservices.in/tutor-code-of-conduct,21,0,Organization|EducationalOrganization|ImageObject|Person|WebPage|BreadcrumbList|ListItem,3
/tutor-matching-checklist-for-parents,tutor-matching-checklist-for-parents.html,Tutor Matching Checklist: A Practical TutorServices Guide,Tutor Matching Checklist: A Practical TutorServices Guide,"Looking for Tutor Matching Checklist? Learn how TutorServices helps parents choose suitable home and online tutors with practical, personalised support.",https://www.tutorservices.in/tutor-matching-checklist-for-parents,14,10,Organization|ImageObject|WebSite|WebPage|BreadcrumbList|ListItem|Article|FAQPage|Question|Answer,5
/tutor-registration,tutor-registration.html,Tutor Registration India | Join TutorServices Today,Grow your teaching career with quality student leads.,"Register with TutorServices to teach home, online or offline classes. Share your qualifications, experience, subjects and preferred location.",https://www.tutorservices.in/tutor-registration,17,3,Organization|LocalBusiness|EducationalOrganization|ImageObject|Person|PostalAddress|Country|City|ContactPoint|WebSite|WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,1
/tutors-near-me,tutors-near-me.html,"Tutor Near Me | Find Home, Private & Online Tutors",Find a Tutor Near You for Personalised Learning,"Find a tutor near you for Class 1 to 12, school subjects and major boards. Compare home and online tuition and request a suitable TutorServices match.",https://www.tutorservices.in/tutors-near-me,28,8,WebPage|BreadcrumbList|ListItem|Service|Country|City|EducationalAudience|FAQPage|Question|Answer,9
